SpecCode,Species,Habitat,DNW,SST,SSTrange,Productivity,GBIF,Range,TP,Length,Richness,Anthozoa,Cnidaria_other,Polychaeta,Clitellata,Annelida_other,Polyplacophora,Bivalvia,Gastropoda,Cephalopoda,Mollusca_other,Brachiopoda,Ostracoda,Maxillopoda,Malacostraca,Insecta,Arthropoda_other,Ophiuroidea,Echinoidea,Holothuroidea,Echinodermata_other,Actinopterygii,Chondrichthyes,Amphibia,Reptilia,Aves,Mammalia,Chordata_other,Animalia_other,Plantae
192,Paracaesio sordida,reef-associated,-1.13,0.70,-0.66,-0.43,-1.00,0.98,-1.21,0.40,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
196,Pinjalo pinjalo,reef-associated,-1.13,0.75,-0.59,0.63,-1.13,0.83,-0.01,0.91,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,Pristipomoides auricilla,benthopelagic,1.24,0.74,-0.82,-0.77,-1.23,0.68,0.20,0.34,0.90,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
201,Pristipomoides filamentosus,benthopelagic,0.81,0.70,-0.72,-0.59,1.16,0.77,0.27,1.13,0.87,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
202,Pristipomoides flavipinnis,reef-associated,-0.49,0.72,-0.77,-0.93,-1.32,0.43,0.25,0.44,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
203,Boops boops,demersal,0.16,-0.21,0.85,0.57,1.13,-0.05,-0.59,0.11,-0.42,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
204,Sarpa salpa,benthopelagic,-0.06,-0.46,1.33,-0.07,1.18,-0.17,-2.25,0.46,-0.57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
206,Pristipomoides macrophthalmus,benthopelagic,-0.49,0.68,-0.90,-0.68,-0.41,-0.39,0.72,0.44,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
208,Pristipomoides multidens,demersal,0.37,0.71,-0.65,-0.35,0.28,0.80,0.66,1.03,0.82,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
209,Pristipomoides sieboldii,benthopelagic,0.59,0.61,-0.44,-0.58,-0.34,0.58,0.44,0.90,0.80,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
210,Pristipomoides typus,demersal,-0.49,0.82,-0.97,0.06,0.00,0.22,1.28,0.78,0.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
211,Pristipomoides zonatus,benthopelagic,1.45,0.73,-0.76,-0.60,-0.38,0.73,0.66,0.44,0.91,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
213,Rhomboplites aurorubens,demersal,3.39,0.52,-0.27,-0.16,0.41,0.01,0.59,0.62,0.15,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
214,Symphorichthys spilurus,reef-associated,-0.06,0.76,-0.72,-0.07,-1.05,0.50,0.59,0.62,1.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
215,Symphorus nematophorus,reef-associated,0.16,0.73,-0.61,-0.31,0.09,0.48,1.25,1.13,1.03,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
216,Makaira nigricans,pelagic-oceanic,1.45,0.55,-0.61,-1.09,0.93,2.39,1.61,2.74,-0.65,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0
217,Istiompax indica,pelagic-oceanic,-0.06,0.39,-0.38,-1.21,0.79,2.28,1.74,2.66,-0.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
218,Makaira mazara,pelagic-oceanic,0.37,0.66,-0.73,-0.99,0.39,2.06,1.73,2.74,-0.57,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
219,Kajikia albida,pelagic-oceanic,1.24,0.36,-0.28,-0.89,0.05,1.48,1.73,2.23,-0.70,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
220,Tetrapturus pfluegeri,pelagic-oceanic,-0.27,0.46,-0.47,-0.81,-0.03,1.49,1.80,2.06,-0.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
223,Kajikia audax,pelagic-oceanic,0.16,0.27,-0.24,-1.24,1.84,2.29,1.80,2.56,-0.87,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
226,Xiphias gladius,pelagic-oceanic,1.02,0.16,-0.17,-1.10,1.42,2.55,1.73,2.64,-0.83,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0
231,Coregonus albula,benthopelagic,0.59,-2.53,3.59,3.55,0.87,-2.23,-0.67,0.40,-5.78,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
240,Oncorhynchus gorbuscha,demersal,2.10,-2.25,1.59,0.56,0.68,0.11,-0.11,0.86,-1.36,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
243,Oncorhynchus nerka,pelagic-oceanic,1.67,-2.15,1.38,0.78,2.66,-0.15,-0.38,0.96,-1.26,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
244,Oncorhynchus tshawytscha,benthopelagic,2.10,-2.25,1.49,0.57,2.73,0.08,0.65,1.54,-1.32,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
249,Centrolophus niger,bathypelagic,0.16,-0.89,0.21,-0.94,1.35,2.03,0.80,1.54,-1.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
250,Schedophilus ovalis,benthopelagic,0.59,-0.45,1.35,-0.74,-1.00,-0.51,0.15,1.13,-0.51,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
252,Mallotus villosus,pelagic-oceanic,1.02,-2.42,1.89,0.13,2.17,0.95,-0.61,-0.47,-2.03,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
255,Hypomesus pretiosus,benthopelagic,0.81,-1.76,0.89,2.23,0.03,-0.62,-0.04,-0.05,-1.18,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
257,Glossanodon semifasciatus,benthopelagic,-0.27,0.40,0.81,-0.10,-0.16,-1.42,-0.54,-0.42,0.62,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
261,Lutjanus fulviflamma,reef-associated,0.16,0.70,-0.67,-0.29,1.16,0.82,0.68,0.09,0.98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
262,Lutjanus fulvus,reef-associated,0.59,0.69,-0.65,-0.45,0.94,0.77,0.35,0.22,0.99,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
264,Lutjanus johnii,reef-associated,0.16,0.77,-0.78,0.09,0.05,0.84,1.26,1.10,0.87,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
266,Lutjanus griseus,reef-associated,2.10,0.53,-0.08,-0.09,1.81,-0.15,0.73,1.02,0.20,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1
288,Galeichthys feliceps,demersal,1.24,-0.32,-0.11,2.35,0.43,-1.69,0.08,0.54,-0.30,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
298,Muraenesox cinereus,demersal,-0.27,0.68,-0.37,0.48,0.18,0.48,1.59,1.92,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
300,Conger oceanicus,demersal,0.16,-0.35,2.38,0.68,0.24,-0.88,0.94,1.96,-0.35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
301,Conger conger,demersal,1.02,-1.34,0.51,-0.24,1.08,0.22,1.38,2.23,-0.89,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
303,Cololabis saira,pelagic-oceanic,-0.92,-1.29,1.65,-0.31,0.83,0.52,0.44,0.22,-1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
305,Hyporhamphus sajori,pelagic-neritic,-1.13,-0.85,3.54,0.22,0.07,-0.88,-0.09,0.22,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,Salilota australis,demersal,0.16,-1.90,0.02,1.60,0.57,-0.64,1.14,0.44,-2.24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
308,Gadus macrocephalus,demersal,3.18,-2.34,1.64,0.34,2.31,0.12,1.57,1.31,-1.40,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
309,Gadus ogac,demersal,1.88,-2.90,1.16,-0.05,0.41,0.04,0.70,0.87,-2.61,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
312,Urophycis chuss,demersal,2.53,-1.61,3.45,1.46,2.13,-1.18,0.47,0.72,-1.24,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
313,Urophycis tenuis,demersal,2.10,-2.08,3.51,1.03,2.39,-0.51,-0.35,1.42,-1.55,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
318,Theragra chalcogramma,benthopelagic,2.10,-2.35,1.70,0.38,2.67,0.27,0.39,1.04,-1.46,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0
319,Boreogadus saida,demersal,1.02,-2.91,1.47,-0.40,1.78,0.33,-0.33,0.22,-2.65,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
320,Micromesistius australis,benthopelagic,0.37,-1.96,-0.36,0.17,1.22,-0.39,-0.19,1.03,-1.81,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
321,Merluccius senegalensis,demersal,-0.70,0.39,0.85,2.58,0.08,-3.10,1.80,0.92,-0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
322,Merluccius australis,benthopelagic,-0.70,-1.50,-0.07,-0.29,2.13,-0.51,1.71,1.57,-1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
323,Merluccius bilinearis,demersal,1.67,-2.04,3.55,1.00,2.72,-0.51,1.33,0.86,-1.52,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0
326,Merluccius productus,pelagic-oceanic,0.81,-1.15,0.49,1.10,0.57,-0.67,0.90,1.04,-1.04,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
327,Merluccius polli,bathydemersal,-0.70,0.57,-0.10,1.83,0.34,-0.70,1.80,0.91,-0.20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
329,Macruronus magellanicus,benthopelagic,0.37,-1.80,0.11,1.43,0.31,-0.12,0.82,1.27,-2.23,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
332,Coryphaenoides rupestris,bathypelagic,1.45,-2.10,0.60,-0.37,0.76,0.08,0.15,1.23,-1.50,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
333,Macroramphosus scolopax,demersal,-0.49,-0.38,1.03,0.13,1.36,0.75,0.03,-0.47,-0.20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
334,Hoplostethus atlanticus,bathypelagic,1.88,-0.62,-0.02,-0.23,2.38,0.67,1.02,0.85,-0.36,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0
336,Zenopsis conchifer,benthopelagic,0.37,0.04,0.08,0.59,0.78,0.41,1.23,0.91,0.13,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
341,Galeoides decadactylus,demersal,1.24,0.57,-0.12,2.04,0.79,-0.84,0.20,0.44,-0.19,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
342,Pentanemus quinquarius,demersal,-0.27,0.57,-0.17,2.09,0.46,-0.37,0.18,0.09,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
345,Centropomus undecimalis,reef-associated,0.59,0.59,-0.48,-0.03,1.37,-0.12,1.08,1.47,0.19,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
349,Polyprion americanus,demersal,0.16,-0.65,0.89,0.63,0.91,0.35,1.18,1.87,-0.53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
350,Polyprion oxygeneios,demersal,-0.06,-0.91,0.06,-0.10,1.74,-0.31,1.71,1.60,-0.60,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
361,Centropristis striata,reef-associated,1.88,-0.23,2.60,1.60,0.93,-0.81,0.35,0.72,-0.55,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0
364,Pomatomus saltatrix,pelagic-oceanic,2.32,-0.17,-0.06,-0.90,2.63,2.40,1.08,1.39,-0.94,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1
366,Trachurus japonicus,pelagic-neritic,-0.06,-0.50,2.98,-0.37,0.72,-0.80,-0.09,0.44,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
367,Trachurus murphyi,pelagic-oceanic,1.02,-0.73,0.28,0.14,1.15,0.33,0.06,0.78,-0.98,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
369,Trachurus lathami,reef-associated,-0.06,0.24,0.53,0.54,0.65,-0.20,-0.31,0.22,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
370,Exyrias belissimus,reef-associated,-1.13,0.77,-0.83,-0.52,-0.34,0.61,-1.14,-0.76,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
374,Decapterus russelli,benthopelagic,0.81,0.63,-0.41,-0.26,0.97,0.73,0.11,0.34,0.87,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
377,Exyrias puntang,reef-associated,-1.13,0.79,-0.90,-0.33,0.14,0.58,0.08,-0.68,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
378,Selene setapinnis,benthopelagic,0.16,0.20,0.36,0.54,1.35,0.14,0.46,0.62,-0.07,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
380,Trachinotus carolinus,benthopelagic,0.59,0.49,0.07,0.38,1.41,-0.15,0.68,0.69,0.10,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
382,Seriola lalandi,benthopelagic,0.16,0.04,0.48,0.01,3.26,0.75,0.68,2.04,0.26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
384,Megalaspis cordyla,reef-associated,0.81,0.76,-0.72,0.06,0.54,0.79,0.78,0.91,0.85,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
385,Chloroscombrus chrysurus,pelagic-neritic,2.53,0.51,-0.07,0.79,2.41,0.13,0.13,0.70,0.01,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
387,Selar crumenophthalmus,reef-associated,1.45,0.63,-0.34,0.15,1.29,1.04,0.20,0.78,0.67,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
388,Selaroides leptolepis,reef-associated,1.02,0.73,-0.69,-0.24,1.34,0.59,0.27,-0.38,1.05,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
390,Mene maculata,reef-associated,-1.13,0.90,-1.34,-0.31,0.26,-0.40,-0.01,-0.07,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,Brama brama,bathypelagic,0.59,-0.75,0.16,-0.90,1.41,2.35,1.08,1.13,-1.22,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
392,Arripis georgianus,pelagic-neritic,-0.49,-0.75,-0.23,-0.51,0.10,-0.88,1.47,0.24,-0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
394,Dicentrarchus punctatus,pelagic-neritic,-0.49,-0.51,1.45,-0.15,-0.53,-0.10,0.84,0.78,-0.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
396,Nemipterus virgatus,demersal,-0.49,0.70,-0.45,0.00,0.16,0.25,0.92,0.09,0.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
398,Plectorhinchus mediterraneus,demersal,-0.70,0.53,-0.08,1.85,0.34,-0.75,0.06,0.91,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
400,Brachydeuterus auritus,benthopelagic,-0.70,0.32,-0.10,2.72,0.62,-0.50,-0.73,-0.07,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
401,Conodon nobilis,demersal,0.81,0.63,-0.66,-0.13,0.15,-0.06,-0.69,0.04,0.22,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
405,Cynoscion nebulosus,demersal,2.10,-0.01,1.79,1.22,2.62,-1.07,0.90,1.13,-0.20,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
406,Cynoscion regalis,demersal,1.24,-0.83,3.18,1.93,1.03,-1.19,0.96,1.11,-0.86,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
408,Micropogonias undulatus,demersal,2.96,0.12,1.29,1.04,3.43,-0.37,0.94,0.54,-0.23,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
411,Menticirrhus littoralis,demersal,1.24,0.49,0.01,0.44,0.41,-0.16,-0.28,0.41,0.10,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
412,Elagatis bipinnulata,reef-associated,1.24,0.58,-0.29,0.00,1.86,0.81,0.23,1.72,0.71,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
416,Larimichthys polyactis,benthopelagic,0.16,-0.36,2.96,1.23,-0.50,-0.64,0.32,0.22,-0.26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
417,Macrodon ancylodon,demersal,-0.06,0.26,-0.15,2.36,-0.22,-0.55,0.77,0.34,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
418,Argyrosomus regius,benthopelagic,-0.27,0.01,0.50,1.83,-0.43,-0.67,1.44,1.96,-0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
419,Argyrosomus hololepidotus,demersal,1.02,0.54,-0.47,0.40,0.73,-1.22,0.63,1.82,0.74,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1
420,Atractoscion aequidens,benthopelagic,-0.49,0.61,-0.28,1.38,3.32,-0.29,1.80,1.39,0.40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
423,Pteroscion peli,benthopelagic,0.16,0.62,-0.39,2.06,0.38,-0.82,0.18,0.00,-0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
424,Paralonchurus peruanus,demersal,0.37,-0.24,1.27,3.31,0.64,-1.68,-1.39,0.46,-0.60,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
425,Pogonias cromis,demersal,1.88,-0.31,1.72,1.49,2.58,-0.37,0.75,1.66,-0.61,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
428,Larimichthys crocea,benthopelagic,-0.27,-0.44,3.31,1.44,-0.64,-0.78,0.46,0.91,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
436,Pagellus bellottii,demersal,-0.49,0.51,0.00,2.39,0.56,-0.73,0.25,0.27,-0.24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
438,Dentex macrophthalmus,benthopelagic,0.59,-0.14,0.85,0.58,0.25,-0.03,-0.01,0.70,-0.42,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0
439,Dentex dentex,benthopelagic,-0.06,-0.50,1.83,-0.80,-0.13,-0.40,1.80,1.13,-0.84,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
440,Dentex angolensis,demersal,2.53,0.58,-0.15,2.19,0.38,-0.84,0.11,0.14,-0.21,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
441,Archosargus probatocephalus,reef-associated,1.67,0.49,0.10,0.51,2.36,-0.23,0.13,1.04,0.10,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
442,Argyrops spinifer,demersal,2.10,0.69,-0.49,0.12,0.85,0.72,0.44,0.78,0.86,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
444,Cheimerius nufar,reef-associated,-0.27,0.65,-0.19,0.73,3.26,0.12,1.25,0.85,0.49,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
445,Pagrus major,demersal,0.59,0.23,1.26,-0.10,0.22,-0.49,0.42,1.13,0.60,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
447,Petrus rupestris,demersal,-0.49,-0.03,-0.22,1.38,2.46,-1.96,1.80,1.82,0.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
449,Rhabdosargus globiceps,benthopelagic,0.37,-0.47,-0.06,2.68,2.99,-1.63,-0.30,0.70,-0.51,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
453,Pseudupeneus prayensis,demersal,-0.06,0.57,-0.14,1.92,0.44,-0.80,-0.37,0.54,-0.17,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
454,Drepane punctata,reef-associated,-0.06,0.74,-0.71,0.04,0.39,0.75,-0.23,0.44,0.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
455,Drepane africana,benthopelagic,-0.27,0.61,-0.33,2.04,0.44,-0.86,-0.61,0.34,-0.26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
458,Tautoga onitis,reef-associated,-0.70,-1.41,3.65,1.96,0.10,-1.06,-0.23,1.04,-1.33,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Nemadactylus bergi,demersal,1.45,-1.16,0.90,1.89,0.94,-0.40,-0.01,0.21,-1.74,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
461,Cheilodactylus variegatus,benthopelagic,1.88,-0.36,1.26,3.49,-1.06,-1.64,-0.18,0.31,-0.72,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
467,Dissostichus eleginoides,pelagic-oceanic,1.88,-2.06,-0.17,0.16,0.99,0.34,0.87,1.89,-2.06,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0
